City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,plesetsk,62.708,40.2916,30.15,78,100,1.03,RU,1699562238
281,port elizabeth,-33.918,25.5701,58.32,85,0,0.0,ZA,1699562240
282,novorossiysk,44.7239,37.7708,53.26,75,6,4.45,RU,1699562242
283,kamaishi,39.2667,141.8833,56.79,84,99,10.42,JP,1699562244
284,port mathurin,-19.6833,63.4167,76.53,78,7,13.06,MU,1699562245
285,kristiansund,63.1115,7.732,41.65,65,0,4.61,NO,1699562247
286,shache,38.4167,77.2406,46.71,30,98,5.37,CN,1699562248
287,charlottetown,46.2352,-63.1267,41.56,94,100,12.66,CA,1699562250
288,tura,25.5198,90.2201,63.05,70,0,3.6,IN,1699562252
289,choele choel,-39.2667,-65.6833,84.85,15,29,13.65,AR,1699561959
290,chos malal,-37.3781,-70.2709,80.11,12,32,8.72,AR,1699562255
291,nguigmi,14.2495,13.1092,83.48,20,83,12.12,NE,1699562257
292,nejo,9.5,35.5,57.7,86,52,1.66,ET,1699562259
293,north bay,46.3168,-79.4663,42.12,95,100,12.66,CA,1699562233
294,atafu village,-8.5421,-172.5159,83.75,74,100,13.85,TK,1699562261
295,praia da vitoria,38.7333,-27.0667,70.05,88,75,19.53,PT,1699562264
296,ungsang-nodongjagu,42.3578,130.4622,28.2,51,0,21.43,KP,1699562265
297,khed,17.7167,73.3833,75.96,89,90,2.15,IN,1699562267
298,ruangwa,-10.0667,38.9333,76.03,82,65,7.09,TZ,1699562268
299,opuwo,-18.0607,13.84,74.77,27,10,7.56,NA,1699562269
300,yarmouth,41.7057,-70.2286,50.02,93,100,5.75,US,1699562031
301,castillos,-34.1667,-53.8333,59.02,59,0,10.18,UY,1699562273
302,benguela,-12.5763,13.4055,78.44,72,88,7.85,AO,1699562275
303,biltine,14.5333,20.9167,81.16,15,42,8.05,TD,1699562277
304,funafuti,-8.5243,179.1942,84.2,94,75,0.0,TV,1699562278
305,akureyri,65.6835,-18.0878,35.53,75,75,4.61,IS,1699562280
306,turkmenbasy,40.0222,52.9552,65.17,29,0,11.5,TM,1699562281
307,rice lake,45.5061,-91.7382,47.88,48,0,20.71,US,1699562131
308,isiro,2.7739,27.616,67.55,97,78,2.42,CD,1699562284
309,axim,4.8699,-2.2405,79.16,85,29,7.4,GH,1699562286
310,kassiri,8.9372,-13.1244,79.75,84,73,6.33,SL,1699562288
311,mili,6.0815,171.735,80.89,87,100,15.28,MH,1699562290
312,mirny,62.5353,113.9611,6.24,77,100,11.01,RU,1699562291
313,zhanaozen,43.3,52.8,54.43,48,100,20.58,KZ,1699562293
314,'ain benian,36.8028,2.9219,59.05,65,100,10.89,DZ,1699562295
315,freetown,8.484,-13.2299,79.7,83,100,7.02,SL,1699562296
316,hermosillo,29.0667,-110.9667,84.29,23,0,5.01,MX,1699562181
317,brisas de zicatela,15.8369,-97.0419,86.52,58,20,4.61,MX,1699562299
318,quilmes,-34.7242,-58.2527,73.35,31,54,15.17,AR,1699562302
319,nikolayevsk-on-amure,53.1406,140.73,17.24,96,100,3.42,RU,1699562304
320,frontera,26.9333,-101.45,74.95,64,75,8.05,MX,1699562306
321,bend,44.0582,-121.3153,48.34,46,0,9.22,US,1699562258
322,fort mcmurray,56.7268,-111.381,26.19,93,100,6.91,CA,1699562309
323,mandiana,10.6333,-8.6833,81.97,47,100,1.19,GN,1699562311
324,changzhi,35.2089,111.7386,41.36,54,100,6.6,CN,1699562312
325,shangmei,27.7428,111.2956,60.78,89,100,5.32,CN,1699562313
326,kasungu,-13.0333,33.4833,75.07,58,50,9.4,MW,1699562315
327,hartselle,34.4434,-86.9353,75.72,84,100,3.04,US,1699562316
328,st. john's,47.5649,-52.7093,38.97,96,100,24.16,CA,1699562237
329,long beach,33.767,-118.1892,82.56,18,0,5.75,US,1699562151
330,katsina,12.9894,7.6006,82.29,32,93,0.0,NG,1699562324
331,new ulm,44.3125,-94.4605,52.43,40,40,21.85,US,1699562326
332,codrington,-38.2667,141.9667,57.18,76,16,3.83,AU,1699562327
333,holualoa,19.6228,-155.9522,82.54,70,40,6.91,US,1699562329
334,plano,33.0198,-96.6989,55.92,90,100,16.11,US,1699562330
335,kingston,17.997,-76.7936,87.24,83,40,24.16,JM,1699562139
336,al kharijah,25.4514,30.5464,76.06,42,0,10.51,EG,1699562335
337,saint-joseph,-21.3667,55.6167,73.78,79,57,4.74,RE,1699562338
338,nova sintra,14.8667,-24.7167,72.88,66,93,10.22,CV,1699562340
339,daru,-9.0763,143.2092,78.42,69,85,10.13,PG,1699562342
340,sile,41.1754,29.6133,61.57,58,23,5.99,TR,1699562102
341,ar ruways,24.1103,52.7306,81.07,66,0,7.52,AE,1699562347
342,chom bueng,13.62,99.5917,74.86,93,39,2.77,TH,1699562348
343,recreo,-29.2818,-65.061,83.88,35,7,22.1,AR,1699562350
344,anadyr,64.75,177.4833,16.3,86,0,6.71,RU,1699562352
345,kachug,53.9606,105.8817,4.05,98,53,1.01,RU,1699562353
346,ouesso,1.6136,16.0517,72.05,99,100,2.06,CG,1699562355
347,alliance,40.9153,-81.1059,55.67,64,76,9.44,US,1699562165
348,chornobay,49.6708,32.3239,43.05,79,8,6.11,UA,1699562358
349,mil'kovo,55.6078,37.7956,41.99,87,88,6.22,RU,1699562360
350,leitchfield,37.48,-86.2939,64.26,60,98,1.99,US,1699562361
351,colonia,50.9333,6.95,47.86,87,20,9.22,DE,1699562362
352,arteche,12.2645,125.4048,79.21,87,23,4.54,PH,1699562364
353,ulladulla,-35.35,150.4667,64.44,82,3,0.83,AU,1699562365
354,evora,38.5667,-7.9,53.33,92,95,5.28,PT,1699562264
355,trebon,49.0036,14.7707,39.49,87,100,3.89,CZ,1699562369
356,ghormach,35.7306,63.7826,51.35,53,46,6.44,AF,1699562371
357,luganville,-15.5333,167.1667,77.74,84,100,13.29,VU,1699562373
358,asau,46.4333,26.4,36.52,75,1,4.5,RO,1699562374
359,mata-utu,-13.2816,-176.1745,81.55,85,98,14.03,WF,1699562376
360,rupert,42.6191,-113.6772,45.18,45,0,0.0,US,1699562378
361,patterson,37.4716,-121.1297,66.11,38,100,5.86,US,1699562379
362,harstad,68.799,16.5293,33.15,86,62,10.0,NO,1699562381
363,sarmiento,-45.5882,-69.07,68.25,20,0,15.43,AR,1699562382
364,szentlorinc,46.0402,17.9872,50.88,71,98,5.77,HU,1699562384
365,malango,-2.9627,119.9001,64.4,92,86,2.75,ID,1699562386
366,puerto deseado,-47.7503,-65.8938,61.66,34,25,17.96,AR,1699562388
367,bandar lampung,-5.4254,105.258,74.64,92,94,6.33,ID,1699562389
368,kerikeri,-35.2268,173.9474,63.12,55,67,4.21,NZ,1699562391
369,katima mulilo,-17.5,24.2667,81.72,42,43,5.41,NA,1699562392
370,constitucion,-35.3333,-72.4167,59.45,70,40,10.51,CL,1699562394
371,morant bay,17.8815,-76.4093,87.71,75,18,13.69,JM,1699562395
372,taguatinga,-12.3857,-46.5711,88.75,36,51,8.95,BR,1699562397
373,kill devil hills,36.0307,-75.676,75.22,58,0,12.66,US,1699562399
374,acajutla,13.5928,-89.8275,85.24,72,97,5.48,SV,1699562401
375,fortuna,40.5982,-124.1573,56.66,79,100,1.99,US,1699562403
376,port moresby,-9.4431,147.1797,75.27,78,90,6.6,PG,1699562405
377,rongelap,11.1635,166.8941,82.17,79,67,22.17,MH,1699562407
378,kamiiso,41.8167,140.65,60.4,85,100,12.84,JP,1699562409
379,tidjikja,18.5564,-11.4271,75.94,18,0,11.52,MR,1699562410
380,valley city,46.9233,-98.0032,34.32,100,100,20.71,US,1699562413
381,carnarvon,-24.8667,113.6333,68.65,73,97,22.97,AU,1699562414
382,jabat,7.75,168.9751,81.57,81,100,16.35,MH,1699562416
383,bannewitz,50.9929,13.7171,50.9,87,20,9.22,DE,1699562418
384,xilin hot,43.9667,116.0333,2.66,89,10,6.24,CN,1699562421
385,nadym,65.5333,72.5167,25.5,90,100,12.46,RU,1699562422
386,newport,51.5877,-2.9984,47.82,88,50,18.88,GB,1699562325
387,louisville,38.2542,-85.7594,65.35,41,0,9.22,US,1699562380
388,cidreira,-30.1811,-50.2056,64.78,84,100,2.68,BR,1699562428
389,pyt-yakh,60.7499,72.8582,29.66,87,100,7.9,RU,1699562429
390,chulakkurgan,43.765,69.1814,43.79,75,4,8.57,KZ,1699562433
391,bonito,-21.1211,-56.4819,84.76,55,100,2.13,BR,1699562435
392,isangel,-19.55,169.2667,74.03,69,83,16.02,VU,1699562437
393,fernley,39.608,-119.2518,55.27,27,33,3.0,US,1699562438
394,sioux center,43.0797,-96.1756,52.59,42,11,8.01,US,1699562342
395,harper,4.375,-7.7169,78.17,88,99,7.94,LR,1699562441
396,hadibu,12.65,54.0333,79.09,80,19,8.95,YE,1699562443
397,barquisimeto,10.0739,-69.3228,82.13,64,38,11.45,VE,1699562445
398,caiaponia,-16.9567,-51.8103,87.37,38,79,5.68,BR,1699562447
399,awka,6.2101,7.0741,77.74,84,99,6.08,NG,1699562449
400,glendive,47.1053,-104.7125,36.18,75,100,13.8,US,1699562450
401,kuanda,56.3161,116.0806,-1.03,94,72,0.65,RU,1699562453
402,playa vicente,17.8333,-95.8167,84.04,76,85,3.0,MX,1699562455
403,corinto,37.9407,22.9573,61.9,69,100,2.98,GR,1699562457
404,mbala,-8.8402,31.3659,70.29,59,99,1.23,ZM,1699562458
405,narimanov,46.6927,47.8498,55.31,78,100,15.37,RU,1699562460
406,mount gambier,-37.8333,140.7667,55.98,76,72,3.98,AU,1699562462
407,cockburn town,21.4612,-71.1419,85.96,66,40,16.11,TC,1699562429
408,zhoukou,33.6333,114.6333,46.94,35,100,14.18,CN,1699562467
409,kauhava,63.103,23.0713,33.08,97,100,3.69,FI,1699562469
410,hobyo,5.3505,48.5268,79.56,84,100,15.7,SO,1699562471
411,la sarre,48.8002,-79.1996,30.81,98,100,7.76,CA,1699562397
412,buala,-8.145,159.5921,80.62,87,99,10.2,SB,1699562474
413,seven pagodas,12.6264,80.1722,82.06,81,100,12.33,IN,1699562476
414,mairinque,-23.5458,-47.1833,87.04,58,62,3.27,BR,1699562238
415,philadelphia,39.9523,-75.1638,69.15,68,75,6.91,US,1699561807
416,benjamin aceval,-24.9667,-57.5667,84.6,69,99,12.8,PY,1699562481
417,kareli,22.9167,79.0667,68.86,49,7,3.11,IN,1699562483
418,leh,34.1667,77.5833,32.0,67,73,3.85,IN,1699562484
419,san pedro pochutla,15.7333,-96.4667,91.11,62,65,7.65,MX,1699562486
420,bandon,51.7469,-8.7425,45.99,76,54,17.94,IE,1699562488
421,santana,-0.0583,-51.1817,91.58,58,40,13.8,BR,1699562420
422,gadzhiyevo,69.2551,33.3362,21.74,91,93,13.4,RU,1699562491
423,veraval,20.9,70.3667,80.38,72,0,8.9,IN,1699562493
424,tshikapa,-6.4167,20.8,71.2,98,100,1.66,CD,1699562495
425,mayya,61.7333,130.2811,-2.88,100,100,1.34,RU,1699562496
426,nuku'alofa,-21.1333,-175.2,71.94,100,100,13.8,TO,1699562346
427,urangan,-25.3,152.9,71.56,71,17,8.16,AU,1699562403
428,arawa,-6.2132,155.5367,77.54,94,100,3.94,PG,1699562502
429,barabai,-2.5833,115.3833,74.82,94,100,1.68,ID,1699562504
430,colusa,39.2143,-122.0094,64.81,26,100,0.51,US,1699562344
431,vinzili,56.9594,65.7708,33.96,92,100,5.53,RU,1699562507
432,vicuna,-30.0319,-70.7081,86.77,34,100,8.41,CL,1699562509
433,ansalta,42.6894,46.1178,44.78,83,68,6.42,RU,1699562511
434,afaahiti,-17.75,-149.2833,84.07,86,64,13.29,PF,1699562513
435,vuktyl,63.8567,57.3094,30.11,96,99,10.0,RU,1699562515
436,xifeng,42.7372,124.7222,0.21,99,67,5.5,CN,1699562517
437,aldan,58.6031,125.3894,-3.64,97,100,3.11,RU,1699562519
438,kone,-21.0595,164.8658,74.37,54,100,5.46,NC,1699562520
439,dampit,-8.2116,112.7493,69.19,91,100,1.9,ID,1699562522
440,makinsk,52.6292,70.4169,35.62,98,100,10.51,KZ,1699562524
441,kenora,49.8167,-94.4337,32.97,100,100,9.22,CA,1699562527
442,aur,8.1499,171.1687,78.37,93,100,13.94,MH,1699562529
443,pingzhuang,42.0372,119.2889,18.1,60,0,10.33,CN,1699562531
444,sitka,57.0531,-135.33,48.09,76,75,12.66,US,1699562324
445,francistown,-21.17,27.5079,76.39,38,3,15.03,BW,1699562535
446,albunol,36.792,-3.205,62.33,55,99,2.93,ES,1699562536
447,tambopata,-12.7333,-69.1833,89.49,55,20,4.61,PE,1699562538
448,mbekenyera,-10.0,38.9833,76.01,81,74,7.4,TZ,1699562540
449,eyl,7.9803,49.8164,79.57,76,100,14.41,SO,1699562542
450,barth,54.3635,12.7249,48.06,91,100,16.96,DE,1699562544
451,al ghayzah,16.2079,52.176,79.9,60,3,4.07,YE,1699562547
452,kavalerovo,44.2661,135.0572,25.39,88,52,11.01,RU,1699562549
453,minas novas,-17.2186,-42.5903,79.12,27,1,2.21,BR,1699562552
454,spring creek,40.7266,-115.5859,44.82,24,0,1.21,US,1699562554
455,ibotirama,-12.1853,-43.2206,85.78,37,75,4.21,BR,1699562378
456,lebu,-37.6167,-73.65,54.91,71,23,14.81,CL,1699562560
457,portland,45.5234,-122.6762,53.64,83,75,13.8,US,1699562493
458,nemuro,43.3236,145.575,55.22,88,69,30.2,JP,1699562564
459,kigoma,-4.8769,29.6267,76.89,76,100,1.72,TZ,1699562567
460,taoudenni,22.6783,-3.9836,75.65,13,0,10.47,ML,1699562568
461,notodden,59.5594,9.2585,33.71,92,100,5.17,NO,1699562570
462,chizhou,30.6578,117.4831,57.54,90,100,14.58,CN,1699562357
463,berezovyy,51.6667,135.7,14.43,91,88,4.0,RU,1699562573
464,luwuk,-0.9516,122.7875,76.93,86,74,3.24,ID,1699562574
465,inirida,3.8653,-67.9239,85.5,77,92,1.1,CO,1699562576
466,paracuru,-3.41,-39.0306,83.1,74,99,15.19,BR,1699562578
467,emerald,-23.5333,148.1667,65.34,73,51,11.41,AU,1699562321
468,gaalkacyo,6.7697,47.4308,76.73,76,92,15.3,SO,1699562582
469,sao francisco,-15.9486,-44.8644,84.74,27,0,3.0,BR,1699562585
470,bata,1.8639,9.7658,77.67,89,100,4.76,GQ,1699562588
471,pacific grove,36.6177,-121.9166,71.38,55,0,8.99,US,1699562591
472,jieshou,33.2634,115.3611,49.93,46,100,13.76,CN,1699562594
473,gbarnga,6.9956,-9.4722,73.51,98,98,2.91,LR,1699562597
474,praya,14.9215,-23.5087,77.54,65,20,10.36,CV,1699562601
475,yuzhnyy,53.2542,83.6936,27.16,91,0,6.71,RU,1699562606
476,khao wong,16.7001,104.0902,75.34,85,23,2.8,TH,1699562608
477,kuqa,41.7278,82.9364,46.69,34,61,4.81,CN,1699562610
478,ebon,4.582,168.6964,82.9,79,100,7.47,MH,1699562612
479,keflavik,64.0049,-22.5624,37.83,60,0,4.61,IS,1699562492
480,nelson bay,-32.7167,152.15,64.99,97,90,5.01,AU,1699562615
481,al burayqah,30.4062,19.5739,72.97,69,100,7.25,LY,1699562617
482,ismayilli,40.779,48.1638,39.92,39,94,4.56,AZ,1699562618
483,prince albert,53.2001,-105.7677,31.95,80,100,8.05,CA,1699562338
484,tortoli,39.9256,9.6572,57.02,88,75,13.8,IT,1699562622
485,olutanga,7.3106,122.8464,82.51,73,37,1.81,PH,1699562624
486,bamboo flat,11.7,92.7167,78.89,94,40,2.3,IN,1699562626
487,whitecourt,54.1502,-115.6855,38.44,60,75,4.61,CA,1699562630
488,gaigeturi,33.4644,126.3183,59.05,72,100,10.36,KR,1699562633
489,twon-brass,4.3151,6.2418,81.03,81,100,11.21,NG,1699562635
490,smithers,54.7804,-127.1743,43.12,81,100,9.22,CA,1699562637
491,tyniste nad orlici,50.1514,16.0777,46.09,91,100,6.4,CZ,1699562639
492,conception bay south,47.4999,-52.9981,38.73,95,100,25.77,CA,1699562642
493,piti village,13.4626,144.6933,83.28,83,20,12.66,GU,1699562645
494,uvinza,-5.1036,30.3911,70.86,84,100,3.49,TZ,1699562650
495,sisimiut,66.9395,-53.6735,25.18,79,100,12.3,GL,1699562652
496,alaghsas,17.0187,8.0168,81.27,12,100,9.66,NE,1699562655
497,aketi,2.7388,23.7833,71.94,99,100,3.0,CD,1699562658
498,nort-sur-erdre,47.4333,-1.5,50.18,96,99,14.2,FR,1699562511
499,natal,-5.795,-35.2094,83.05,69,40,17.27,BR,1699562467
500,ulanhot,46.0833,122.0833,11.82,53,14,11.9,CN,1699562539
501,horana south,6.7159,80.0626,74.23,96,100,0.72,LK,1699562670
502,worland,44.0169,-107.9554,47.55,37,0,0.0,US,1699562672
503,pisco,-13.7,-76.2167,69.85,78,75,11.5,PE,1699562675
504,mitu,1.1983,-70.1733,80.74,89,93,2.71,CO,1699562678
505,saudarkrokur,65.7461,-19.6394,27.01,82,93,7.85,IS,1699562681
506,port lincoln,-34.7333,135.8667,66.33,69,23,7.78,AU,1699562684
507,kabo,7.6994,18.629,75.13,83,100,5.35,CF,1699562686
508,north liberty,41.7492,-91.598,58.86,30,0,23.02,US,1699562399
509,olyokminsk,60.3736,120.4264,-6.05,98,30,4.5,RU,1699562692
510,kenda,23.2,86.5333,67.35,53,0,2.86,IN,1699562694
511,yaren,-0.5472,166.916,84.15,80,99,16.82,NR,1699562696
512,cooper's town,26.8667,-77.5167,78.39,74,5,9.53,BS,1699562698
513,gaiman,-43.2897,-65.4929,74.77,13,3,8.59,AR,1699562700
514,waingapu,-9.6567,120.2641,79.03,81,100,1.12,ID,1699562702
515,tolanaro,-25.0319,46.9987,73.47,88,75,4.61,MG,1699562704
516,puerto lempira,15.2667,-83.7667,82.54,78,75,9.22,HN,1699562706
517,sauri,11.7266,6.7837,78.44,22,68,5.77,NG,1699562709
518,le grau-du-roi,43.5388,4.1356,55.38,74,20,10.36,FR,1699562711
519,lipany,49.1538,20.9638,46.06,90,98,6.33,SK,1699562713
520,akkol',48.7833,53.2,52.88,56,100,22.86,KZ,1699562717
521,berdigestyakh,62.0989,126.6992,-14.82,100,82,3.06,RU,1699562720
522,isla vista,34.4133,-119.861,80.01,21,0,4.61,US,1699562551
523,broome,42.2506,-75.833,52.32,82,20,12.66,US,1699562724
524,cidade velha,14.9167,-23.6167,77.47,65,20,10.36,CV,1699562726
525,greenville,35.6127,-77.3663,82.56,50,0,6.91,US,1699562728
526,puerto santa,-8.9906,-78.6456,68.79,78,30,9.93,PE,1699562730
527,talakan,50.3167,130.3667,5.59,100,82,2.89,RU,1699562732
528,la'ie,21.6477,-157.9253,84.16,71,55,8.99,US,1699562734
529,lodja,-3.4833,23.4333,68.52,99,100,0.81,CD,1699562736
530,cartagena,10.3997,-75.5144,92.82,59,40,5.75,CO,1699562495
531,sabzevar,36.2126,57.6819,53.47,53,4,1.36,IR,1699562740
532,walvis bay,-22.9575,14.5053,61.09,88,66,4.61,NA,1699562742
533,darovskoy,58.77,47.9564,38.12,95,100,3.51,RU,1699562743
534,kotel'nikovo,47.6317,43.1461,48.02,73,95,17.74,RU,1699562745
535,kerema,-7.9631,145.7785,76.23,88,86,4.97,PG,1699562748
536,vennesla,58.2694,7.9741,39.27,92,40,13.8,NO,1699562750
537,bom jesus,-9.0744,-44.3586,87.98,38,77,6.93,BR,1699562752
538,shimoda,34.6667,138.95,66.85,76,98,2.77,JP,1699562754
539,cururupu,-1.8283,-44.8683,79.61,81,64,5.06,BR,1699562577
540,sorong,-0.8833,131.25,78.15,87,71,6.69,ID,1699562758
541,inhambane,-23.865,35.3833,72.84,67,76,11.72,MZ,1699562760
542,barra de santo antonio,-9.4047,-35.5072,81.68,74,0,7.02,BR,1699562762
543,mogocha,53.7333,119.7667,5.27,68,18,4.72,RU,1699562764
544,alice springs,-23.7,133.8833,74.75,50,84,8.05,AU,1699562556
545,grootfontein,-19.5667,18.1167,78.37,44,93,2.3,NA,1699562770
546,vila velha,-20.3297,-40.2925,80.55,68,0,19.57,BR,1699562773
547,ballito,-29.539,31.2144,64.54,88,75,2.3,ZA,1699562775
548,lobujya,27.95,86.8167,14.02,58,0,2.86,NP,1699562778
549,kavieng,-2.5744,150.7967,82.31,77,100,10.54,PG,1699562780
550,swakopmund,-22.6833,14.5333,60.98,81,67,1.99,NA,1699562781
551,ha'il,27.5219,41.6907,68.02,42,0,4.61,SA,1699562783
552,salinopolis,-0.6136,-47.3561,81.68,77,86,13.58,BR,1699562786
553,as sulaymaniyah,35.5611,45.4375,54.03,62,0,3.44,IQ,1699562788
554,ust'-ilimsk,58.0006,102.6619,2.44,96,16,1.01,RU,1699562791
555,mao,39.8885,4.2658,54.16,94,20,6.91,ES,1699562793
556,aibak,36.2647,68.0155,48.47,72,0,3.71,AF,1699562795
557,ponta delgada,37.7333,-25.6667,68.72,88,40,14.97,PT,1699562796
558,laguna,38.421,-121.4238,68.54,42,0,6.91,US,1699562799
559,valenca do piaui,-6.4075,-41.7456,89.89,28,42,5.7,BR,1699562802
560,clarence town,-32.5833,151.7833,65.14,89,51,3.4,AU,1699562804
561,antalaha,-14.9003,50.2788,76.19,89,60,3.94,MG,1699562807
562,norrtalje,59.758,18.705,46.08,96,100,9.89,SE,1699562810
